player_id,player_name,first_name,last_name,age,nationality,height,weight,injured,photo,birth_date,birth_place,birth_country,team_id,team_name,league_id,league_name,league_country,season,position,rating,captain,appearances,lineups,minutes,subs_in,subs_out,subs_bench,shots_total,shots_on,goals_total,goals_conceded,goals_assists,goals_saves,passes_total,passes_key,passes_accuracy,tackles_total,tackles_blocks,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,dribbles_past,fouls_drawn,fouls_committed,cards_yellow,cards_yellowred,cards_red,penalty_won,penalty_committed,penalty_scored,penalty_missed,penalty_saved,ingestion_date,source_file
47299,Gorosabel,Andoni,Gorosabel Espinosa,29,Spain,174,70,False,https://media.api-sports.io/football/players/47299.png,1996-08-04,Arrasate,Spain,531,Athletic Club,140,La Liga,Spain,2024,Defender,6.910000,False,37.0,24.0,1490.0,13.0,,,2.0,1.0,,0.0,2.0,,664.0,15.0,,47.0,2.0,18.0,163.0,78.0,14.0,7.0,,4.0,24.0,5.0,,0.0,,,0.0,0.0,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_3.json
47306,Álex Sola,Alejandro,Sola López-Ocaña,26,Spain,178,75,False,https://media.api-sports.io/football/players/47306.png,1999-06-09,San Sebastián,Spain,542,Alaves,140,La Liga,Spain,2024,Midfielder,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_3.json
47306,Álex Sola,Alejandro,Sola López-Ocaña,26,Spain,178,75,False,https://media.api-sports.io/football/players/47306.png,1999-06-09,San Sebastián,Spain,548,Real Sociedad,140,La Liga,Spain,2024,Midfielder,6.477777,False,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,1.0,,222.0,9.0,,21.0,,7.0,207.0,86.0,55.0,21.0,,26.0,24.0,0.0,0.0,0.0,,,0.0,0.0,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_3.json
47306,Álex Sola,Alejandro,Sola López-Ocaña,26,Spain,178,75,False,https://media.api-sports.io/football/players/47306.png,1999-06-09,San Sebastián,Spain,546,Getafe,140,La Liga,Spain,2024,Midfielder,6.477777,False,35.0,24.0,1036.0,11.0,,,9.0,2.0,,0.0,1.0,,222.0,9.0,,21.0,,7.0,207.0,86.0,55.0,21.0,,26.0,24.0,4.0,,0.0,,,0.0,0.0,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_3.json
47529,Miguel Ángel Morro,Miguel Ángel,Morro Muñoz,25,Spain,193 cm,82 kg,False,https://media.api-sports.io/football/players/47529.png,2000-09-11,Alcalá de Henares,Spain,533,Villarreal,140,La Liga,Spain,2024,Goalkeeper,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_3.json
47529,Miguel Ángel Morro,Miguel Ángel,Morro Muñoz,25,Spain,193 cm,82 kg,False,https://media.api-sports.io/football/players/47529.png,2000-09-11,Alcalá de Henares,Spain,728,Rayo Vallecano,140,La Liga,Spain,2024,Goalkeeper,,False,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_3.json
47566,Javi Galán,Javier,Galán Gil,31,Spain,170,70,False,https://media.api-sports.io/football/players/47566.png,1994-11-19,Badajoz,Spain,548,Real Sociedad,140,La Liga,Spain,2024,Defender,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_3.json
47566,Javi Galán,Javier,Galán Gil,31,Spain,170,70,False,https://media.api-sports.io/football/players/47566.png,1994-11-19,Badajoz,Spain,530,Atletico Madrid,140,La Liga,Spain,2024,Defender,6.832000,False,25.0,21.0,1791.0,4.0,10.0,15.0,7.0,,0.0,0.0,3.0,,799.0,15.0,,51.0,3.0,11.0,273.0,139.0,66.0,28.0,,35.0,38.0,8.0,0.0,0.0,,,0.0,0.0,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_3.json
161877,Pablo Gozálbez,Pablo,Gozálbez Gilabert,24,Spain,170,66,False,https://media.api-sports.io/football/players/161877.png,2001-04-30,Canet d'en Berenguer,Spain,532,Valencia,140,La Liga,Spain,2024,Midfielder,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_3.json
182685,Diego Collado,Diego,Collado Raya,24,Spain,183 cm,73 kg,False,https://media.api-sports.io/football/players/182685.png,2001-01-09,Granada,Spain,533,Villarreal,140,La Liga,Spain,2024,Attacker,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_3.json
195717,Y. Mosquera,Yerson,Mosquera Valdelamar,24,Colombia,187,76,False,https://media.api-sports.io/football/players/195717.png,2001-05-02,Apartadó,Colombia,533,Villarreal,140,La Liga,Spain,2024,Defender,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_3.json
197800,Unai Ropero,Unai,Ropero Pérez,24,Spain,187,72,False,https://media.api-sports.io/football/players/197800.png,2001-11-20,Vitoria-Gasteiz,Spain,542,Alaves,140,La Liga,Spain,2024,Attacker,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_3.json
237066,Rafa Marín,Rafael,Marín Zamora,23,Spain,191,83,False,https://media.api-sports.io/football/players/237066.png,2002-05-19,Guadajoz,Spain,542,Alaves,140,La Liga,Spain,2024,Defender,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_3.json
237066,Rafa Marín,Rafael,Marín Zamora,23,Spain,191,83,False,https://media.api-sports.io/football/players/237066.png,2002-05-19,Guadajoz,Spain,541,Real Madrid,140,La Liga,Spain,2024,Defender,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_3.json
270516,Peter,Peter Federico,González Carmona,23,Spain,180,68,False,https://media.api-sports.io/football/players/270516.png,2002-07-25,Madrid,Spain,532,Valencia,140,La Liga,Spain,2024,Attacker,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_3.json
270516,Peter,Peter Federico,González Carmona,23,Spain,180,68,False,https://media.api-sports.io/football/players/270516.png,2002-07-25,Madrid,Spain,541,Real Madrid,140,La Liga,Spain,2024,Attacker,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_3.json
270516,Peter,Peter Federico,González Carmona,23,Spain,180,68,False,https://media.api-sports.io/football/players/270516.png,2002-07-25,Madrid,Spain,546,Getafe,140,La Liga,Spain,2024,Attacker,6.468750,False,38.0,19.0,466.0,19.0,,,8.0,4.0,,0.0,0.0,,105.0,4.0,,11.0,,2.0,82.0,34.0,13.0,3.0,,10.0,9.0,1.0,,0.0,,,0.0,0.0,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_3.json
323935,G. Simeone,Giuliano,Simeone Baldini,23,Argentina,174,75,False,https://media.api-sports.io/football/players/323935.png,2002-12-18,Roma,Italy,542,Alaves,140,La Liga,Spain,2024,Attacker,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_3.json
323935,G. Simeone,Giuliano,Simeone Baldini,23,Argentina,174,75,False,https://media.api-sports.io/football/players/323935.png,2002-12-18,Roma,Italy,530,Atletico Madrid,140,La Liga,Spain,2024,Attacker,6.936363,False,33.0,26.0,1942.0,7.0,23.0,12.0,19.0,7.0,2.0,0.0,6.0,,715.0,25.0,,27.0,3.0,14.0,224.0,110.0,62.0,30.0,,42.0,23.0,3.0,0.0,0.0,,,0.0,0.0,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_3.json
358628,Samu,Samuel,Omorodion Aghehowa,21,Spain,193,90,False,https://media.api-sports.io/football/players/358628.png,2004-05-05,Melilla,Spain,542,Alaves,140,La Liga,Spain,2024,Attacker,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_3.json
358628,Samu,Samuel,Omorodion Aghehowa,21,Spain,193,90,False,https://media.api-sports.io/football/players/358628.png,2004-05-05,Melilla,Spain,530,Atletico Madrid,140,La Liga,Spain,2024,Attacker,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-04,raw/api_football/players/2026-04-30/players_league_140_2024_page_3.json
